FID,YEAR_,DISTRICT,COSITE,ROADWAY,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,TruckAADT,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,DESC_FRM,DESC_TO,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
7133,2024,1,064030,06505000,700,F,F,F,F,1,102,0,2.17,9.5,0,60.3,14.5,3442.1392,CR 664,SR35/US17,06,Hardee,1,3442.13924014772
7134,2024,5,758039,75000052,6050,S,F,F,F,F,327,0,0.086,9,0,99.9,5.4,142.486,N PARK AVE,PALMER AVE,75,Orange,5,142.485961790466
7135,2024,2,724501,72016021,2200,C,F,F,W,F,66,0,0.416,8,0,99.9,3,671.9576,GORE AT SR-23,GORE AT I-10/SR-8,72,Duval,2,671.957634708061
7136,2024,1,134014,13000006,15000,S,2,2,2,F,810,0,6.368,9,0,68.3,5.4,10247.9423,SR-64,CR-675,13,Manatee,1,10247.9422811431
7137,2024,3,520114,52080000,1000,C,F,F,F,F,155,11.396,14.963,9.5,0,54.2,15.5,5715.0463,SR-2,ALABAMA STATE LINE,52,Holmes,3,5715.04629417642
7138,2024,2,720843,72630000,12500,X,F,F,F,F,250,0,3.403,9,0,54.9,2,5474.0612,US 1/SR 15/KINGS RD,SR 115/LEM TURNER RD,72,Duval,2,5474.06117866569
7139,2024,2,974210,72470421,500,C,F,F,W,F,35,0,0.12,8,0,99.9,7,193.0845,NORMANDY BLVD EB,72470425 RAMP,72,Duval,8,193.084524406831
7140,2024,2,710014,71110000,7000,C,F,F,F,F,637,4.393,6.245,9,0,52.2,9.1,2980.0945,N/A,SR-100,71,Clay,2,2980.09448359921
7141,2024,5,708025,70000051,1550,C,F,F,F,A,48,0,2.024,9,0,53.8,3.1,3255.2601,SR A1A/S ORLANDO AVE,ORLANDO AVE,70,Brevard,5,3255.26009224861
7142,2024,7,102789,10190108,6300,F,F,F,W,F,561,0,0.219,9,0,99.9,8.9,345.5055,MCINTOSH RD SB,I-4/SR-400 WB,10,Hillsborough,7,345.505500233078
7143,2024,2,720901,72001000,131500,C,F,F,F,F,17884,19.336,20.513,8,0,51.7,13.6,1892.3218,Bridge No-720259,N/A,72,Duval,2,1892.3217577032
7144,2024,3,577711,57050017,4200,C,F,F,W,F,248,0.015,0.066,9,0,99.9,5.9,82.7776,SR-20/JOHN SIMS PKWY,SR-85/N HWY 85,57,Okaloosa,3,82.7776218592594
7145,2024,3,540002,54030000,4600,C,F,F,F,F,810,10.893,18.076,9.5,0,60.8,17.6,11565.9428,CR-149/BOSTON HWY,GEORGIA STATE LINE,54,Jefferson,3,11565.942783454
7146,2024,2,729266,72028100,19200,V,F,F,F,F,384,0,1.639,9,0,54.9,2,2652.1057,STATE MAINTAINED,GATE PKWY,72,Duval,2,2652.10571113444
7147,2024,2,740158,74160000,68000,F,F,F,F,F,7208,3.002,9.604,10.5,0,52.7,10.6,10613.4791,Bridge No-740034,Bridge No-740940,74,Nassau,2,10613.4790537315
7148,2024,2,720868,72291000,11000,C,F,F,F,F,979,10.561,11.875,9,0,54.9,8.9,2113.0989,N/A,US-17/SR-5/MAIN ST,72,Duval,2,2113.09887112141
7149,2024,1,125221,12175002,16500,C,F,F,W,A,1452,2.037,2.754,9,0,99.9,8.8,1154.3746,Bridge No-120187,I-75 SB,12,Lee,1,1154.37460265037
7150,2024,3,612002,52002000,19600,C,F,F,F,A,6468,14.195,16.965,10.5,0,54.8,33,4463.4071,N/A,52002005 WB ON,52,Holmes,3,4463.40708745013
7151,2024,2,724175,72292284,14000,C,F,F,W,F,602,0,0.281,8,0,99.9,4.3,455.2961,DUVAL CO LINE,END BRIDGE 720620,72,Duval,2,455.296112168854
7152,2024,2,720991,72014000,28500,C,F,F,F,F,912,1.123,1.34,9,0,54.9,3.2,349.5964,ST AUGUSTINE RD,CHESTER AVE,72,Duval,2,349.596436990092
7153,2024,1,124373,12580000,24500,F,F,F,F,1,1838,0,1.404,9,0,53.9,7.5,2215.0772,NE SR78/PINE ISLAND,ORANGE GROVE BLVD,12,Lee,1,2215.07719566496
7154,2024,3,520115,52050000,1900,C,F,F,F,F,530,12.554,19.592,9.5,0,54.2,27.9,11346.7183,CR-179A,CR-177A,52,Holmes,3,11346.71833073
7155,2024,2,729252,72700501,7000,F,F,F,F,F,140,0,1.773,9,0,54.9,2,2847.9356,YANKEE CLIPPER DR,AIRPORT BOUNDARY,72,Duval,2,2847.93556212848
7156,2024,2,974220,72470422,750,C,F,F,W,F,53,0,0.25,8,0,99.9,7,401.9979,NORMANDY BLVD,SR 23 NB,72,Duval,8,401.997851307615
7157,2024,2,710063,71040000,7200,C,F,F,F,F,706,2.701,4.658,9.5,0,52.2,9.8,3152.9738,5TH ST,CR-219,71,Clay,2,3152.97378591013
7158,2024,5,707008,70000067,8500,C,F,F,F,A,349,0,1.993,9,0,53.8,4.1,3209.9641,GRANT RD,VALKARIA RD,70,Brevard,5,3209.96408280468
7159,2024,7,102698,10190135,2800,C,F,F,W,F,426,0,0.172,9,0,99.9,15.2,274.4073,PAUL S BUCHMAN HWY,I-4/SR-400 EB,10,Hillsborough,7,274.407268554806
7160,2024,5,758327,75000330,11400,F,F,F,F,1,433,0,1.812,9,0,52.9,3.8,2916.5331,ROBERSON RD,MAGUIRE RD,75,Orange,5,2916.53309389804
7161,2024,2,724069,72001001,12000,C,F,F,W,F,1632,0,0.211,8,0,99.9,13.6,342.2893,GORE AT ST AUGUSTINE,N/A,72,Duval,2,342.289299418621
7162,2024,5,752304,75320015,8600,C,F,F,W,F,387,0,0.18,8,0,99.9,4.5,290.2659,SR-50,SR-429 NB,75,Orange,5,290.265886890084
7163,2024,3,545006,54030000,11300,C,F,F,F,F,1989,9.229,9.74,9.5,0,60.8,17.6,822.8478,SEMINOLE AVE,US-90/SR-10/WASHINGT,54,Jefferson,3,822.84780378618
7164,2024,2,723237,72030000,38000,C,F,F,F,F,722,2.575,4.107,9,0,54.9,1.9,2465.2755,YORKTOWN AVE,TIMUQUANA RD,72,Duval,2,2465.27550368396
7165,2024,5,758326,75000323,22500,C,F,F,F,A,1665,0,1.58,9,0,52.9,7.4,2534.6231,TO RCFD STATION 4,FROM RAMP 75525005,75,Orange,5,2534.62305865641
7166,2024,5,707046,70680500,4900,S,F,F,F,2,392,0,1.817,9,0,53.8,8,2926.1855,SR-520,ROSETINE ST,70,Brevard,5,2926.18551349729
7167,2024,1,125223,12175002,24500,C,F,F,W,A,2940,0,0.498,9,0,99.9,12,801.773,I-75 SB,N/A,12,Lee,1,801.772996924806
7168,2024,3,610026,52010000,3300,F,F,F,F,1,403,19.069,21.732,9.5,0,55,12.2,4295.4427,MARSH RD,BANFILL AVE,52,Holmes,3,4295.44265917589
7169,2024,2,724166,72292258,16500,C,F,F,W,F,710,0,0.647,8,0,99.9,4.3,1040.3834,CR-101A/SAN PABLO RD,GORE AT SR-202 WB,72,Duval,2,1040.38335119339
7170,2024,5,758018,75000027,5400,E,F,F,F,F,292,0,3.015,9,0,52.9,5.4,4856.9062,FERNCREEK AVE,SR 436/ SEMORAN BLVD,75,Orange,5,4856.90618401856
7171,2024,5,708018,70000039,7400,C,F,F,F,F,333,0,1.735,9,0,53.8,4.5,2783.9261,LAKE WASHINGTON RD,POST RD,70,Brevard,5,2783.9260553328
7172,2024,5,707023,70000026,3300,S,F,F,F,2,188,0,0.865,9,0,53.8,5.7,1394.6431,BOUGANVILLEA DR,SR-520 / KING ST,70,Brevard,5,1394.64306998305
7173,2024,1,070002,07030000,20500,S,F,F,F,2,6601,11.184,12.259,9.5,0,56.7,32.2,1729.6669,FLAGHOLE RD,SR 80,07,Hendry,1,1729.66686980002
7174,2024,3,590030,59503000,350,F,F,F,F,F,37,0,6.285,9.5,0,59.4,10.5,10127.0319,US-319/SR-377,CR-22/ROSE ST,59,Wakulla,3,10127.0319369476
7175,2024,5,752293,75301043,5300,F,F,F,W,F,239,0,0.423,8,0,99.9,4.5,681.1684,SR 417 SB,DOWDEN RD,75,Orange,5,681.168418278772
7176,2024,7,102875,10075327,4900,F,F,F,W,F,745,0,0.44,9,0,99.9,15.2,708.8001,EAST END BR# 100487,10075323 NB OFF,10,Hillsborough,7,708.800116060782
7177,2024,5,758222,75000383,4000,F,F,F,F,1,152,0,0.489,9,0,52.9,3.8,792.356,BENNETT RD,LAKE BALDWIN LN,75,Orange,5,792.355969196251
7178,2024,2,722122,72020180,16500,C,F,F,W, ,0,0,1.453,8,0,99.9,0,2336.001,GORE AT I-10 EB,GORE AT I-95 NB,72,Duval,2,2336.00102679875
7179,2024,2,729199,72515000,16000,X,F,F,F,F,320,0,2.696,9,0,54.9,2,4339.4112,SR-109/UNIVERSITY BL,.011 E OF SUNRISE,72,Duval,2,4339.41124437256
7180,2024,2,724242,72020080,2000,C,F,F,W,F,272,0,0.101,8,0,99.9,13.6,163.8444,GORE AT I-95 SB,GORE AT OLD KINGS RD,72,Duval,2,163.844388672914
7181,2024,3,510108,51520001,1200,C,F,F,F,F,134,0,9.329,9.5,0,62,11.2,15018.9524,WILLIS LANDING,SR-71,51,Gulf,3,15018.9523721178
7182,2024,2,724413,72001071,10500,C,F,F,W,F,1428,0,0.169,8,0,99.9,13.6,273.8971,GORE AT 72001400,GORE AT COLLINS RD,72,Duval,2,273.897058161238
7183,2024,3,577725,57160113,1300,C,F,F,W,F,56,0,0.173,9,0,99.9,4.3,277.1891,GORE AT SR-293 NB,N LAKESHORE DR,57,Okaloosa,3,277.189065376001
7184,2024,3,555167,55000032,3000,F,F,F,W,F,150,0,0.636,9,0,99.9,5,1023.587,CR-1555/GAINES ST,US-90/SR-10/TENNESSE,55,Leon,3,1023.58702991555
7185,2024,1,075002,07010000,26000,S,F,F,F,2,2834,8.595,9.355,9,0,56.7,10.9,1222.7103,DR MLK BLVD,MAIN ST/SR 29,07,Hendry,1,1222.71026150246
7186,2024,3,520180,52501000,400,C,F,F,F,F,62,0,6.641,9.5,0,54.2,15.5,10758.6349,WALTON CO LINE,US-90/SR-10,52,Holmes,3,10758.6348842615
7187,2024,2,720963,72018000,18800,C,F,F,F,F,959,3.302,4.046,9,0,54.9,5.1,1198.9128,WINGATE RD,W COURT BLVD,72,Duval,2,1198.9127521045
7188,2024,5,752279,75301029,18500,C,F,F,W,F,833,0,0.594,8,0,99.9,4.5,957.1754,RAMP 003,SR 417 SB,75,Orange,5,957.175396483101
7189,2024,5,750590,75200000,23000,S,F,F,F,F,644,8.444,8.94,9,0,52.9,2.8,798.2145,UNIVERSITY BLVD,PALMETTO AVE,75,Orange,5,798.214494922961
7190,2024,5,752273,75301023,4600,F,F,F,W,F,207,0,0.293,9,0,99.9,4.5,462.9507,LANDSTAR BLVD,SR 417 NB,75,Orange,5,462.950740188256
7191,2024,2,710116,71080000,1750,C,F,F,F,A,117,0,3.518,9.5,0,52.2,6.7,5661.1626,BRADFORD CO LINE,SR-16,71,Clay,2,5661.16260927554
7192,2024,5,707006,70000052,5000,S,F,F,F,2,300,0,1.13,9,0,53.8,6,1820.5208,FOWLER DR,SR 520,70,Brevard,5,1820.52077273054
7193,2024,7,102693,10190132,8200,C,F,F,W,F,1246,0,0.346,9,0,99.9,15.2,555.9701,COUNTY LINE RD,I-4 / SR-400,10,Hillsborough,7,555.970051805617
7194,2024,2,749123,74520000,4200,F,F,F,F,F,214,0,24.823,9.5,0,53.2,5.1,39947.6228,CR-121,US-17/SR-5,74,Nassau,2,39947.6228293594
7195,2024,3,575034,57110000,26500,C,F,F,F,F,1219,1.318,2.355,9,0,52.4,4.6,1674.2794,CR-189AYACHT CLUB DR,MEMORIAL PKWY NW,57,Okaloosa,3,1674.27936196718
7196,2024,3,540226,54550000,350,C,F,F,F,F,42,0,6.148,9.5,0,60.8,11.9,9910.488,US-19/SR-57,COCROFT RD,54,Jefferson,3,9910.48799133787
7197,2024,1,060008,06050000,4600,S,F,F,F,2,961,19.994,23.867,9.5,0,62.6,20.9,6231.385,MEL BRYAN RD,SR 64,06,Hardee,1,6231.38499074345
7198,2024,5,758031,75000041,500,F,F,F,F,1,23,0,0.248,9,0,52.9,4.6,399.8727,WESTMORELAND DR,PARRAMORE AVE,75,Orange,5,399.872700747975
7199,2024,2,724500,72016018,350,C,F,F,W,F,11,0,0.437,8,0,99.9,3,706.1113,GORE AT I-10/SR-8 EB,GORE AT SR-23 NB,72,Duval,2,706.111275817213
7200,2024,1,124203,12570000,17700,C,F,F,F,F,1363,6.723,11.129,9,0,53.9,7.7,7041.8171,COLONIAL BLVD,SR80/PALM BEACH BLVD,12,Lee,1,7041.81712027093
7201,2024,3,531604,52050000,4700,F,F,F,F,1,649,33.609,33.915,9.5,0,56.5,13.8,493.3126,CR-171,JACKSON CO LINE,52,Holmes,3,493.312585181085
7202,2024,2,729208,72680504,6600,F,F,F,F,F,132,0,1.389,9,0,54.9,2,2241.1928,JULINGTON CREEK RD,ST AUGUSTINE RD,72,Duval,2,2241.19279259882
7203,2024,5,750633,75301000,64000,F,F,F,F,F,1792,7.294,10.827,9,0,52.9,2.8,5679.6803,Bridge No-750445,Bridge No-750453,75,Orange,5,5679.68026984108
7204,2024,2,710168,71040000,11500,C,F,F,F,F,1127,0,1.124,9,0,52.2,9.8,1811.0708,BRADFORD CO LINE,SR-21,71,Clay,2,1811.0707696948
7205,2024,5,708019,70000040,10100,C,F,F,F,A,1343,0,1.907,9,0,53.8,13.3,3068.18,WICKHAM ROAD,PINEAPPLE AVE,70,Brevard,5,3068.17998928023
7206,2024,2,722685,72020110,3700,C,F,F,W, ,0,0,0.159,8,0,99.9,0,260.4075,GORE AT I-95 NB,GORE AT ZOO PKWY,72,Duval,2,260.407538307237
7207,2024,2,710004,71140000,36000,E,F,F,F,F,468,0,4.288,9,0,52.2,1.3,6893.9542,.015 WEST OF CR 224,US-17/SR-15,71,Clay,2,6893.9542217484
7208,2024,2,724238,72020074,15500,C,F,F,W,F,2108,0,0.093,8,0,99.9,13.6,151.7841,GORE AT I-95 NB,GORE AT SR-139,72,Duval,2,151.784057558744
7209,2024,7,102783,10190145,24000,C,F,F,W,F,2136,0,0.266,9,0,99.9,8.9,427.2867,US-92 / SR-600,SR 400/I-4,10,Hillsborough,7,427.286683518846
7210,2024,3,510316,51070000,2623,C,A,A,A,A,278,0,7.742,9.5,0,53.3,10.6,12458.7126,FRANKLIN CO LINE,CR-30A,51,Gulf,3,12458.7125965884
7211,2024,2,724076,72001019,14000,C,F,F,W,F,1904,0,0.34,8,0,99.9,13.6,557.2425,GORE AT I-295 SB,GORE AT US-17 SB,72,Duval,2,557.242532462735
7212,2024,2,724076,72001012,14000,C,F,F,W,F,1904,0,0.077,8,0,99.9,13.6,118.7565,GORE AT 72001014,GORE AT US 17/SR 15,72,Duval,2,118.756495138495
7213,2024,3,555075,55000017,11600,F,F,F,F,A,313,0,0.474,9,0,66.1,2.7,772.2898,N MONROE ST,SR-155/MERIDIAN RD,55,Leon,3,772.289849101663
7214,2024,1,064020,06070500,40,R,F,F,F,F,10,0,5.065,9.5,0,60.3,25.4,8177.2989,CR 665,EXPERIMENT STATION,06,Hardee,1,8177.29888615211
7215,2024,5,758040,75000053,8400,F,F,F,F,1,1142,0,1.178,9,0,52.9,13.6,1900.9618,WINTER PARK RD,ORANGE AVE,75,Orange,5,1900.96175776924
7216,2024,2,720966,72018000,33000,C,F,F,F,F,1683,5.982,6.33,9,0,54.9,5.1,560.749,LEONID RD,BRIARCLIFF RD E,72,Duval,2,560.74899450241
7217,2024,2,724102,72001057,14000,C,F,F,W,F,1904,0,0.235,8,0,99.9,13.6,382.9015,GORE AT I 295,GORE AT PRITCHARD RD,72,Duval,2,382.901483162956
7218,2024,2,719101,71000014,5600,C,F,F,F,F,73,0,0.395,9,0,52.2,1.3,635.3027,SR-224/KINGSLEY AVE,GANO AVE,71,Clay,2,635.302655745115
7219,2024,3,555901,55000023,10000,F,F,F,F,F,930,0,1.049,9,0,66.1,9.3,1685.9652,S AUSLEY RD,LAKE BRADFORD RD,55,Leon,3,1685.96521171385
7220,2024,1,074117,07000023,2700,F,F,F,F,1,194,0,1.115,9,0,56.4,7.2,1795.6649,E COWBOY WAY,SR 80,07,Hendry,1,1795.66493346915
7221,2024,3,590054,59506000,800,C,F,F,F,F,84,0,3.08,9.5,0,59.4,10.5,4953.6861,CR-373/SPRINGHILL RD,US-319/SR-369,59,Wakulla,3,4953.68612672484
7222,2024,5,752395,75301903,4300,C,F,F,W,F,194,0,0.319,9,0,99.9,4.5,511.9841,SR 417 NB,SR 417 NB,75,Orange,5,511.984082332362
7223,2024,5,757030,75230500,22000,C,F,F,F,A,2970,2.678,5.122,9,0,52.9,13.5,3935.6948,APOPKA VINELAND RD,KIRKMAN RD,75,Orange,5,3935.69484621199
7224,2024,5,758217,75000378,2600,E,F,F,F,F,140,0,1.584,9,0,52.9,5.4,2540.6255,E COLONIAL DR,LAKE PICKETT RD,75,Orange,5,2540.6255185763
7225,2024,2,724246,72020310,3100,C,F,F,W,F,422,0,0.076,8,0,99.9,13.6,120.3025,GORE AT BEAVER ST,GORE AT I-95 NB,72,Duval,2,120.302474811176
7226,2024,2,722241,72020000,108000,C,F,F,F,D,21168,9.256,9.69,8,0,51.7,19.6,697.4816,N/A,72020408 SB ON,72,Duval,2,697.481556296762
7227,2024,2,974250,72470425,2500,C,F,F,W,F,175,0,0.825,8,0,99.9,7,1327.3711,NORMANDY BLVD WB,SR 23 SB,72,Duval,8,1327.37106572872
7228,2024,2,724408,72020067,10500,C,F,F,W, ,0,0,0.226,8,0,99.9,0,364.6129,GORE AT I-95 NB,GORE AT PARK ST,72,Duval,2,364.612856375706
7229,2024,3,511602,51030000,3000,C,F,F,F,A,276,0,12.174,9.5,0,62,9.2,19621.3775,BAY CO LINE,SR-71,51,Gulf,3,19621.3775241455
7230,2024,2,724088,72001031,14500,C,F,F,W,F,1972,0,0.169,8,0,99.9,13.6,271.3109,GORE AT SR-134 WB,GORE AT I-295 NB,72,Duval,2,271.310879222453
7231,2024,3,570301,57100000,400,F,F,F,F,F,13,0,9.431,9.5,0,52.4,3.2,15228.2914,SR-189/HWY 189,SR-85/HWY 85,57,Okaloosa,3,15228.2914480924
7232,2024,3,540071,54500000,800,C,F,F,F,A,113,6.788,14.461,9.5,0,60.8,14.1,12348.8003,N/A,US-221/SR-55,54,Jefferson,3,12348.8003397136
7233,2024,1,064032,06510000,200,R,F,F,F,F,45,0,9.363,9.5,0,60.3,22.7,15082.6761,LAWRENCE ST,SR 64 WEST,06,Hardee,1,15082.6761467715
7234,2024,5,758032,75000041,4400,F,F,F,F,1,418,0.248,0.967,9,0,52.9,9.5,1159.5167,PARRAMORE AVE,MAGNOLIA AVE,75,Orange,5,1159.51673633543
7235,2024,2,720940,72017000,16100,C,F,F,F,F,306,1.751,2.096,9,0,54.9,1.9,554.5263,SR-21/BLANDING BLVD,US-17/SR-15,72,Duval,2,554.52625029632
7236,2024,5,752274,75301024,5200,C,F,F,W,F,234,0,0.36,9,0,99.9,4.5,561.4848,US 441,SB SR 417,75,Orange,5,561.48477446056
7237,2024,2,729219,72850500,13000,E,F,F,F,F,260,0,2.751,9,0,54.9,2,4424.2087,UNIVERSITY BLVD,GORE AT ROUNDABOUT,72,Duval,2,4424.20873014073
7238,2024,5,752263,75301013,6700,F,F,F,W,F,302,0,0.252,8,0,99.9,4.5,405.4,SR 417 NB,CR-15/NARCOOSSEE RD,75,Orange,5,405.399988544051
7239,2024,2,715003,71050000,13000,C,F,F,F,F,1222,22.49,23.015,9,0,52.2,9.4,844.2271,CR-15A/OAK RIDGE AVE,N/A,71,Clay,2,844.227067916261
7240,2024,5,708026,70000053,8500,C,F,F,F,F,383,0,1.725,9,0,53.8,4.5,2774.9496,ELLIOT DR,N/A,70,Brevard,5,2774.94960156413
7241,2024,7,102790,10190109,6000,F,F,F,W,F,534,0,0.225,9,0,99.9,8.9,363.0311,I-4/SR-400 EB,MCINTOSH RD,10,Hillsborough,7,363.031097097334
7242,2024,2,749130,74570000,2200,F,F,F,F,F,112,0,5.984,9.5,0,53.2,5.1,9631.7593,CR-121,CR-108,74,Nassau,2,9631.75929647808
7243,2024,3,600254,60000022,2800,C,F,F,F,F,482,2.963,4.427,9.5,0,59.4,17.2,2344.6284,US-98/SR-30,BOAT LANDING,60,Walton,3,2344.62839604021
7244,2024,3,570006,57080000,2000,C,F,F,F,A,340,0,8.998,9.5,0,63.2,17,14531.5804,COUNTY LINE RD,CR-189/GALLIVER CTO,57,Okaloosa,3,14531.5804210428
7245,2024,7,102733,10075347,19000,F,F,F,W,F,2888,0,0.67,9,0,99.9,15.2,1076.7296,10075345 NB I-75 ON,SB I-75/SR-93A,10,Hillsborough,7,1076.7296313205
7246,2024,3,380028,54020000,5800,C,F,F,F,F,592,16.393,17.036,9.5,0,58.9,10.2,1035.7038,N/A,MADISON CO LINE,54,Jefferson,3,1035.70377098071
7247,2024,2,720969,72028000,25000,C,F,F,F,F,350,3.504,3.978,9,0,54.9,1.4,762.7679,SHOPPING ENT,N/A,72,Duval,2,762.767917294359
7248,2024,2,720875,72014000,50500,C,F,F,F,F,1616,1.34,1.736,9,0,54.9,3.2,638.0874,CHESTER AVE,US-1/SR-5,72,Duval,2,638.087444567502
7249,2024,1,124226,12600000,41000,F,F,F,F,F,2788,4.644,7.09,9,0,55.4,6.8,3966.1568,ARROYAL RD,N/A,12,Lee,1,3966.15678176944
7250,2024,3,520007,52040000,3100,C,F,F,F,A,360,1.653,5.053,9.5,0,54.2,11.6,5480.837,US-90/SR-10,VALEE RD,52,Holmes,3,5480.83704319661
7251,2024,2,729216,72800000,17400,F,F,F,F,F,348,0,6.1,9,0,54.9,2,9793.7324,SHINDLER DR,SR-15/ROOSEVELT BLVD,72,Duval,2,9793.73237975254
7252,2024,2,720948,72295000,26500,C,F,F,F,A,663,0,0.84,9,0,54.9,2.5,1326.4439,.043 W OF DEBRA DR,LANE AVE,72,Duval,2,1326.4439151099
7253,2024,2,713140,71020000,89500,E,F,F,F,F,6981,13.997,14.365,9,0,52.2,7.8,591.6136,WELLS RD,DUVAL CO LINE,71,Clay,2,591.613587759961
7254,2024,2,710236,71000293,16100,C,F,F,F,F,483,0,0.762,9,0,52.2,3,1224.4816,SR-21/BLANDING BLVD,OLD JENNINGS RD,71,Clay,2,1224.48156099735
7255,2024,5,708007,70000019,3200,C,F,F,F,F,144,0,2.082,9,0,53.8,4.5,3372.8316,RANGE RD,DIXON BLVD,70,Brevard,5,3372.83158169898
7256,2024,3,590213,59560000,3600,F,F,F,F,1,248,0,1.161,9.5,0,59.4,6.9,1874.357,SR-267,LEON CO LINE,59,Wakulla,3,1874.35701613751
7257,2024,5,752402,75301113,1200,F,F,F,W,F,54,0,0.648,8,0,99.9,4.5,1043.9062,SR-417 SB,75301115 NB OFF,75,Orange,5,1043.9062433583
7258,2024,5,758218,75000379,1600,S,F,F,F,F,86,0,1.717,9.5,0,52.9,5.4,2763.52,LAKE PICKETT RD,SCL,75,Orange,5,2763.51999368403
7259,2024,2,722676,72020105,2300,C,F,F,W, ,0,0,0.165,8,0,99.9,0,258.6716,GORE AT I-95 SB,GORE AT ZOO PKWY,72,Duval,2,258.671643220779
7260,2024,2,723826,72291000,26500,C,F,F,F,F,2359,4.172,5.928,9,0,54.9,8.9,2823.8642,COMMONWEALTH AVE,OLD KINGS RD,72,Duval,2,2823.86419306905
7261,2024,1,124623,12500500,14900,F,F,F,F,1,1073,0,3.919,9,0,55.4,7.2,6309.6951,SR 82,COLORADO RD,12,Lee,1,6309.6951165656
7262,2024,2,724169,72292274,5100,C,F,F,W,F,219,0,0.16,8,0,99.9,4.3,261.7149,CR-101/SAN PABLO RD,GORE AT SR-202 EB,72,Duval,2,261.714932512403
7263,2024,5,758008,75000015,10400,F,F,F,F,1,1362,0,1.51,9,0,52.9,13.1,2419.5277,SAND LAKE RD,OAK RIDGE RD,75,Orange,5,2419.52774938914
7264,2024,3,577728,57160122,400,F,F,F,W,F,17,0,0.365,9.5,0,99.9,4.3,587.185,RANGE RD,GORE AT SR-293 NB,57,Okaloosa,3,587.185047774477
7265,2024,3,555049,55000038,2700,C,F,F,F,F,251,0,0.698,9,0,68.8,9.3,1133.2978,W BREVARD ST,CR-0361,55,Leon,3,1133.29784480105
7266,2024,1,070039,07010000,22707,C,A,A,A,A,3565,0,3.005,9.5,0,56.5,15.7,4834.3279,LEE CO  LINE,CR 78A/FT DENAUD RD,07,Hendry,1,4834.32791377444
7267,2024,3,590100,59010000,5200,F,F,F,F,F,250,20.858,24.083,9.5,0,59.4,4.8,5187.4743,59120004 TO/FROM,SR-267/BLOXHAM CUTOF,59,Wakulla,3,5187.47427828912
7268,2024,5,750261,75230000,13800,C,F,F,F,A,897,8.168,8.965,9,0,52.9,6.5,1282.9191,N/A,SR 50,75,Orange,5,1282.91909504601
7269,2024,5,752264,75301014,12500,F,F,F,W,F,563,0,0.35,8,0,99.9,4.5,561.9382,CR-15/NARCOOSSEE RD,SR 417 NB,75,Orange,5,561.938226607353
7270,2024,2,720841,72504000,12200,C,F,F,F,F,244,0,0.787,9,0,54.9,2,1264.4422,SR-10/BEAVER ST,COMMONWEALTH AVE,72,Duval,2,1264.44222033985
7271,2024,2,722649,72020083,7700,C,F,F,W, ,0,0,0.143,8,0,99.9,0,233.4015,GORE AT SR-114/8TH,GORE AT I-95 SB,72,Duval,2,233.401461789796
7272,2024,3,590020,59040000,1700,C,F,F,F,A,204,0,2.582,9.5,0,59.4,12,4159.781,RIVERSIDE DR,US-98/SR-30,59,Wakulla,3,4159.78103464534
7273,2024,3,510003,51020000,4900,C,F,F,F,F,549,9.284,22.238,9.5,0,62,11.2,20873.3055,CR-387/DOC WHITFIELD,LAND DR,51,Gulf,3,20873.3054892495
7274,2024,2,724084,72001021,20000,C,F,F,W,F,2720,0,0.193,8,0,99.9,13.6,309.8852,GORE AT SR-21 NB,GORE AT 72001500,72,Duval,2,309.885174608338
7275,2024,3,600251,57090000,9700,F,F,F,F,1,941,3.239,12.002,9.5,0,51.9,9.7,14144.8092,57160127 NB OFF,WALTON CO LINE,57,Okaloosa,3,14144.8091908721
7276,2024,3,540229,54501000,250,C,F,F,F,F,30,0,4.552,9.5,0,60.8,11.9,7337.3809,LEON CO LINE,COCROFT RD,54,Jefferson,3,7337.38091782047
7277,2024,1,060012,06050000,3800,C,F,F,F,A,775,0,1.927,9.5,0,62.6,20.4,3100.4416,MANATEE CO  LINE,N/A,06,Hardee,1,3100.44160679526
7278,2024,5,757065,75000065,9500,C,F,F,F,A,627,0,1.117,9,0,52.9,6.6,1798.0373,SR 50/W COLONIAL DR,SR 438/PLANT ST,75,Orange,5,1798.03732023315
7279,2024,3,590002,59000005,4100,F,F,F,F,F,431,5.261,5.463,9,0,59.4,10.5,325.1866,TAFFLINGER RD,MLK RD,59,Wakulla,3,325.186601608333
7280,2024,2,729215,72780501,8300,F,F,F,F,F,166,0,1.656,9,0,54.9,2,2666.7464,SR-105/HECKSCHER DR,FAYE RD,72,Duval,2,2666.74643375658
7281,2024,5,752254,75301004,7300,C,F,F,W,F,329,0,0.573,9.5,0,99.9,4.5,922.6549,SR 528 WB,RAMP 003,75,Orange,5,922.654888896203
7282,2024,5,708023,70000047,3500,E,F,F,F,F,158,0,0.85,9,0,53.8,4.5,1362.4144,SR-513/S PATRICK DR,SR-A1A /ATLANTIC AVE,70,Brevard,5,1362.414352645
7283,2024,7,102795,10190115,4300,F,F,F,W,F,383,0,0.191,9,0,99.9,8.9,303.0024,BRANCH FORBESS RD,I-4 / SR-400,10,Hillsborough,7,303.002419683453
